Number Energy PSNR
1095 6.4926646 10.0549
1096 6.445687 10.7461
1097 5.55916 0
1098 5.56842 10.2261
1099 5.2882822 10.6364
1100 5.0762978 11.1245
1101 7.1012058 16.0227
1102 6.8961128 11.8002
1103 6.7434596 10.302
1104 6.5223296 11.5153
1105 6.4874424 12.6455
1106 6.4512462 15.2747
1107 5.5441692 13.166
1108 5.546406 12.7519
1109 5.3717752 13.64
1110 5.1213168 14.3472
1111 7.1172614 19.9236
1112 6.9834142 13.021
1113 6.9395474 11.4316
1114 6.708295 12.6562
1115 6.5956274 14.7793
1116 6.4652068 19.8028
1117 6.4277322 15.1305
1118 6.4336342 14.0803
1119 5.5134336 15.2621
1120 5.526523 16.1358
1121 7.0958044 28.8947
1122 7.0651452 13.9403
1123 6.9212566 12.3452
1124 6.710464 12.8456
1125 7.2715262 15.3617
1126 6.8471552 25.1289
1127 6.4970158 15.5347
1128 6.3621552 14.2843
1129 6.1333024 16.7623
1130 5.5825044 19.0043
1131 7.3468978 27.4039
1132 7.1453074 13.8333
1133 6.98794 12.4038
1134 6.6078588 11.5211
1135 6.4446882 12.66
1136 6.4462868 15.1867
1137 5.6123772 13.1915
1138 5.5644696 12.6548
1139 5.3049892 13.6467
1140 5.0973322 14.323
1141 7.1364662 12.2813
1142 6.8873556 0
1143 6.8671302 0
1144 6.5503884 0
1145 6.4798968 10.0844
1146 6.4187246 10.9679
1147 5.5121642 10.1465
1148 5.372099 10.3852
1149 5.3460504 10.6147
1150 5.021007 10.939
1151 7.390316 14.9964
1152 7.1638786 11.5115
1153 7.17625 9.973
1154 6.7394686 11.1793
1155 6.40782 12.0591
1156 6.1229276 14.0242
1157 5.99892 12.1324
1158 5.9917298 12.5664
1159 6.037181 13.4193
1160 6.1620012 14.486
1161 7.4046696 18.5911
1162 7.3146444 12.7229
1163 7.1477186 11.1901
1164 6.935053 12.3467
1165 6.6626708 14.0145
1166 6.5023496 17.9712
1167 6.7515716 14.0991
1168 6.110856 14.3837
1169 5.9882958 15.8419
1170 5.9663088 18.2571
1171 7.4520196 21.8514
1172 7.317735 13.5676
1173 7.155943 12.1565
1174 6.913036 12.8792
1175 7.4101872 15.1744
1176 6.3797224 23.0912
1177 6.1634152 15.2481
1178 6.0392602 15.8255
1179 6.0107932 18.0881
1180 5.9466462 22.931
1181 7.5272172 19.9915
1182 7.3564328 13.3056
1183 7.2195748 12.0629
1184 6.7318048 11.1846
1185 6.4277764 12.0717
1186 6.1484728 13.9822
1187 6.0464934 12.0946
1188 5.971128 12.5819
1189 6.2744926 13.4634
1190 6.6313216 14.5179
1191 8.187121 11.7323
1192 7.1478796 0
1193 6.9865224 0
1194 6.6363564 0
1195 6.3810116 9.98862
1196 6.1213006 10.6768
1197 6.0833704 0
1198 5.9550804 10.3318
1199 5.9769776 10.8179
1200 5.95976 11.3273
1201 8.4166192 18.7171
1202 8.436673 12.6092
1203 8.3828434 11.5961
1204 8.0001514 13.1289
1205 7.683382 15.4588
1206 7.678029 21.5552
1207 7.2177496 15.6069
1208 7.3592802 14.5305
1209 7.156599 16.0221
1210 7.2274786 19.7795
1211 8.302538 22.6568
1212 8.2962382 13.2107
1213 8.0765424 12.1248
1214 7.9446874 13.1332
1215 7.7976478 15.7763
1216 7.554749 23.5821
1217 7.3707074 15.8123
1218 7.1886266 14.3258
1219 7.2246318 15.8355
1220 7.0721426 20.9799
1221 8.479619 19.2574
1222 9.0023218 12.7671
1223 9.1917686 11.906
1224 8.0651322 12.0863
1225 7.7909804 13.8427
1226 7.6863444 17.4671
1227 7.2065424 13.7829
1228 7.2733946 13.5827
1229 7.2738866 14.7457
1230 7.1147678 16.3593
1231 8.48849 18.824
1232 8.3721208 12.528
1233 8.4208202 11.5816
1234 8.4193962 13.1329
1235 7.8531862 15.4259
1236 7.45214 21.4778
1237 7.2524568 15.6263
1238 7.1132314 14.5345
1239 7.1180132 16.0212
1240 7.2549116 19.8069
1241 8.3783368 14.2198
1242 8.4241742 11.144
1243 8.197419 10.2052
1244 7.8819612 11.7284
1245 7.7894948 13.0414
1246 7.3650226 15.2239
1247 7.3981622 13.2793
1248 7.2194012 13.4568
1249 7.1925786 14.4187
1250 7.1537496 15.3726
1251 8.4523388 18.6712
1252 8.3174802 12.6949
1253 8.1887338 11.578
1254 8.0647704 13.1417
1255 8.712755 15.4349
1256 7.9907538 21.4041
1257 7.3403216 15.6193
1258 7.1414632 14.5388
1259 7.329241 16.0307
1260 7.2480578 19.7956
1261 8.4383888 22.6044
1262 8.4143586 13.3394
1263 8.249931 12.1276
1264 8.0396096 13.1459
1265 7.8403632 15.7749
1266 7.6663692 23.5281
1267 7.2907414 15.7794
1268 7.209115 14.3461
1269 7.2001746 15.8436
1270 7.2971086 20.9455
1271 8.6587634 19.1904
1272 8.3870588 12.8141
1273 8.3417124 11.9101
1274 8.1486946 12.101
1275 7.9864188 13.8325
1276 7.4737258 17.5044
1277 7.4495902 13.7398
1278 7.2910534 13.5764
1279 7.2510584 14.7622
1280 7.22 16.2868
1281 8.5701684 18.8078
1282 8.432269 12.4686
1283 8.269918 11.5705
1284 8.134092 13.1258
1285 7.7257078 15.425
1286 8.2926306 21.3654
1287 7.8774626 15.6154
1288 7.2236168 14.572
1289 7.2197358 16.0059
1290 7.2522654 18.8139
1291 8.416938 14.199
1292 8.3905084 11.1494
1293 8.193973 10.2269
1294 8.0151914 11.7452
1295 7.8925356 13.032
1296 7.3692804 15.2846
1297 7.2892208 13.3284
1298 7.2249908 13.3859
1299 7.0208546 14.3743
1300 7.3631518 15.3905
1301 8.3397216 18.7401
1302 8.5044704 12.6911
1303 8.2411478 11.8202
1304 8.2092954 13.1748
1305 7.8440828 15.651
1306 7.552426 21.8285
1307 7.3345314 15.8639
1308 7.3623168 13.3572
1309 7.3129228 14.9508
1310 7.2083472 16.1553
1311 8.6007094 22.6434
1312 8.4365092 13.3206
1313 8.4696574 12.2242
1314 7.9991652 13.0121
1315 7.7077932 15.611
1316 7.505824 22.5255
1317 7.314814 15.6395
1318 7.1183194 13.3151
1319 7.2820394 14.5273
1320 7.9043694 15.8322
1321 8.5125626 19.1841
1322 8.4717054 12.7762
1323 8.4122688 12.1178
1324 8.1500104 11.8807
1325 7.792167 13.7093
1326 7.4552526 17.0268
1327 7.109528 13.6171
1328 7.1814344 12.6212
1329 7.3083494 14.1542
1330 7.102987 15.6326
1331 8.5366536 18.818
1332 8.5418866 12.479
1333 8.3548628 12.0141
1334 8.1975762 13.1765
1335 7.7637794 15.6599
1336 7.6356542 21.7815
1337 7.3286946 15.8741
1338 7.119912 13.3982
1339 7.180344 14.9534
1340 7.1387486 16.1714
1341 8.3594328 14.2159
1342 8.2977134 11.3449
1343 8.2779208 10.7022
1344 8.0562998 11.9473
1345 7.8605666 13.7766
1346 7.4572054 15.6951
1347 7.290663 13.6366
1348 7.2167006 13.0999
1349 7.2329308 13.9625
1350 7.321127 14.7102
1351 9.1899014 18.1687
1352 9.2479086 12.6759
1353 9.8315424 11.7282
1354 9.2999534 13.1437
1355 8.7511698 15.6299
1356 8.5046042 21.938
1357 7.9593764 15.8176
1358 7.872766 14.5258
1359 7.6170314 16.2897
1360 7.4328628 18.3308
1361 9.1990078 21.0129
1362 9.1185032 13.3291
1363 9.1644304 12.2172
1364 8.7510846 13.1566
1365 8.486344 15.7826
1366 8.2173368 23.8203
1367 8.1012776 15.785
1368 8.005737 14.9273
1369 7.8239266 16.6504
1370 7.4553786 20.1643
1371 9.5373128 18.2023
1372 9.3593204 12.8179
1373 9.0088098 12.0659
1374 8.972016 12.0796
1375 8.6367152 13.8812
1376 8.3109992 17.6466
1377 8.0149656 13.8152
1378 8.046848 13.3397
1379 7.8378318 15.1874
1380 7.4773108 16.6833
1381 9.4514528 17.459
1382 9.7505294 12.5126
1383 9.095015 11.6983
1384 8.8623394 13.1521
1385 8.611171 15.6154
1386 8.302609 21.8228
1387 7.9716748 15.8095
1388 7.8617886 14.5249
1389 7.8839678 16.2518
1390 7.5536744 18.2854
1391 9.567783 13.8789
1392 8.9791776 11.133
1393 8.9211638 10.2944
1394 8.6041316 11.7928
1395 8.1908382 13.4816
1396 8.1862528 15.8621
1397 7.7533698 13.778
1398 7.7132544 13.3776
1399 7.5999704 14.412
1400 7.5218024 15.3676
1401 8.147816 18.7626
1402 8.2136336 12.6935
1403 8.060384 11.5935
1404 7.884572 13.146
1405 7.675524 15.4297
1406 7.2398964 21.3424
1407 7.1566158 15.6154
1408 7.1689714 14.511
1409 7.1337004 15.968
1410 7.142682 19.541
1411 8.5431584 22.6383
1412 8.921387 13.339
1413 8.1490428 12.1302
1414 7.9539554 13.169
1415 7.5403784 15.7755
1416 7.3548976 23.4207
1417 7.4032702 15.8053
1418 7.1751266 14.2574
1419 7.1678534 15.8518
1420 7.1425164 20.7126
1421 8.4333418 19.2654
1422 8.0735786 12.7519
1423 8.03557 11.9003
1424 7.5888478 12.1042
1425 7.551321 13.8439
1426 7.3202386 17.5889
1427 7.2609054 13.7764
1428 7.225529 13.5938
1429 7.1235242 14.6929
1430 6.2612804 16.2853
1431 8.2919652 18.7821
1432 8.3037092 12.5004
1433 8.0671306 11.6202
1434 7.8364292 13.1328
1435 8.2386606 15.4364
1436 7.272597 21.3564
1437 7.1187544 15.6336
1438 7.1042422 14.5156
1439 7.0624882 15.9723
1440 7.0948804 19.6011
1441 8.1365452 14.2079
1442 8.2773492 11.1342
1443 8.6883792 10.2209
1444 7.5436396 11.7542
1445 7.4210396 13.009
1446 7.244484 15.2477
1447 7.288693 13.2765
1448 7.2075918 13.3884
1449 7.099545 14.3861
1450 7.1214444 15.3095
1451 8.116181 18.7226
1452 8.0136854 12.6859
1453 8.1356656 11.576
1454 7.9230866 13.1367
1455 7.4182578 15.4237
1456 7.3438506 21.3436
1457 7.2474384 15.619
1458 7.2264342 14.525
1459 7.2277288 16.0397
1460 7.1126196 19.6878
1461 8.1059848 22.5704
1462 8.040862 13.3268
1463 8.0885766 12.1302
1464 7.7994922 13.1598
1465 7.5723216 15.7778
1466 7.3913494 23.4324
1467 7.2207708 15.7896
1468 7.1653708 14.2896
1469 7.2003338 15.8033
1470 7.0788532 20.6366
1471 8.8657746 19.266
1472 8.1495552 12.7958
1473 8.4454656 11.9126
1474 8.7220462 11.9958
1475 8.2434882 13.8323
1476 7.9192242 17.6084
1477 7.1186348 13.7945
1478 7.1447984 13.5591
1479 7.0028652 14.7496
1480 7.1908638 16.2675
1481 8.2816668 18.7303
1482 8.3248348 12.4971
1483 8.1632772 11.643
1484 7.9355184 13.1411
1485 7.4628624 15.4199
1486 7.4666314 21.3711
1487 7.3094784 15.5922
1488 7.189569 14.5561
1489 7.0764786 15.9845
1490 7.081879 19.6369
1491 8.1713818 14.1612
1492 8.1149442 11.1462
1493 7.9764706 10.2035
1494 7.7692944 11.6984
1495 7.5302718 13.0493
1496 7.2026442 15.2916
1497 7.1196062 13.2852
1498 7.1270444 13.377
1499 7.0823812 14.3763
1500 6.6085536 15.2718
1501 8.2186462 18.7012
1502 8.100532 12.688
1503 8.0400708 11.822
1504 7.9449772 13.165
1505 7.4987334 15.637
1506 7.2284582 21.6592
1507 7.200108 15.8476
1508 7.0667168 13.3311
1509 7.1039792 14.9195
1510 7.1004636 16.0768
1511 8.1447352 22.533
1512 8.088419 13.3442
1513 8.039824 12.226
1514 7.804915 13.015
1515 7.5582156 15.5939
1516 7.3304592 22.2877
1517 7.1349726 15.6423
1518 7.0786398 13.7244
1519 7.1260024 15.0773
1520 7.1380812 15.6766
1521 8.1565874 19.2406
1522 8.3413092 12.815
1523 8.0584118 12.124
1524 7.844589 11.8708
1525 7.4655662 13.7029
1526 7.253231 17.0398
1527 7.3094136 13.5738
1528 7.2569056 12.6203
1529 7.1223696 14.1699
1530 7.1143714 15.5075
1531 8.6211824 18.704
1532 8.1282612 12.5244
1533 8.0532762 12.0185
1534 7.864997 13.1686
1535 8.3672038 15.6432
1536 7.2665382 21.7201
1537 7.2115468 15.8429
1538 7.0888076 13.3489
1539 7.1474804 14.9441
1540 7.0560538 16.028
1541 8.2116796 14.2163
1542 7.964683 11.1343
1543 7.8453776 10.6984
1544 8.013534 11.9516
1545 8.169422 13.3529
1546 7.2802568 15.6044
1547 7.154785 13.5974
1548 7.1101808 12.8922
1549 7.2090758 13.944
1550 6.5485366 14.5731
1551 9.1501388 18.1398
1552 8.8403966 12.6838
1553 8.8221596 11.6339
1554 8.6345112 13.1547
1555 8.4388588 15.6024
1556 8.0592866 21.5733
1557 8.0070298 15.8001
1558 7.5285574 14.6894
1559 7.6144044 16.2137
1560 7.2110122 18.2376
1561 9.0032542 21.1004
1562 8.942554 13.3426
1563 8.867106 12.1745
1564 8.6109 13.1659
1565 8.2608984 15.777
1566 7.9774176 23.7833
1567 7.6381104 15.8108
1568 7.453839 14.8133
1569 7.2306062 16.6052
1570 7.0879742 19.9143
1571 9.1813112 18.2388
1572 9.6935468 12.819
1573 8.9339486 11.9839
1574 9.4942296 12.0796
1575 8.4832954 13.8912
1576 8.3066814 17.5833
1577 7.8829084 13.8449
1578 7.5880994 13.3279
1579 7.4086714 15.1865
1580 7.244037 16.6286
1581 9.02404 17.4747
1582 8.9845388 12.4862
1583 8.9552994 11.708
1584 8.6788016 13.158
1585 8.4001176 15.6054
1586 8.0648916 21.7541
1587 7.609424 15.8074
1588 7.448182 14.7109
1589 7.3951114 16.2428
1590 7.2188814 18.1598
1591 8.9374064 13.8562
1592 8.9516804 11.1328
1593 8.6808944 10.4778
1594 8.5385036 11.7951
1595 8.6199244 13.4325
1596 7.781897 15.8493
1597 7.5151174 13.7225
1598 7.5317228 13.3385
1599 7.5442572 14.3688
1600 7.2081848 15.219
1601 6.9355654 18.6815
1602 6.8467058 12.6739
1603 6.9730738 11.574
1604 7.0632104 13.2954
1605 6.432197 15.6632
1606 6.4410204 21.4153
1607 6.1787846 15.8696
1608 6.1310926 15.9341
1609 5.9207626 17.6852
1610 6.1483592 19.4464
1611 6.9630094 22.5969
1612 7.000629 13.3351
1613 6.845988 12.1129
1614 6.5460272 13.0262
1615 6.7817154 15.5526
1616 6.308819 21.3282
1617 6.2041288 15.5902
1618 6.1720492 16.4906
1619 6.0842326 18.7264
1620 6.172855 23.311
1621 6.9968 19.1807
1622 6.8243162 12.8076
1623 6.8507354 11.8871
1624 6.9316376 11.9539
1625 6.2929532 13.7666
1626 6.1547526 17.5557
1627 6.2848132 13.723
1628 6.1584698 15.2931
1629 6.1830402 16.6417
1630 6.0990356 18.6434
1631 7.1607374 18.7515
1632 6.8226312 12.4866
1633 6.8016418 11.6069
1634 6.6034682 13.2905
1635 6.2814322 15.682
1636 6.178006 21.3725
1637 6.1296578 15.8582
1638 6.108377 15.9463
1639 6.1010282 17.6527
1640 5.9530716 19.47
1641 7.2289482 14.1751
1642 7.543096 11.1285
1643 7.079819 10.1912
1644 6.406896 11.9979
1645 6.4355422 13.4513
1646 6.1073718 15.6257
1647 6.2040176 13.6688
1648 6.1245318 13.2162
1649 6.1949748 14.0294
1650 6.1027332 14.7002
1651 6.9656022 18.7378
1652 6.8538052 12.6743
1653 6.622516 11.578
1654 6.429069 13.2852
1655 6.3661964 15.6593
1656 6.2426236 21.3803
1657 6.1791706 15.8495
1658 6.0027434 15.9232
1659 6.1611076 17.6757
1660 6.1838 19.4775
1661 7.2050594 22.5662
1662 6.8221238 13.3306
1663 6.9741918 12.1119
1664 6.7156562 13.0509
1665 6.5415378 15.5395
1666 6.2399762 21.3707
1667 6.0889372 15.6
1668 6.1754464 16.5025
1669 6.099742 19.0777
1670 6.1932804 23.5033
1671 7.1787666 19.2191
1672 6.9321168 12.5752
1673 6.9718124 11.9045
1674 6.6554632 12.1673
1675 6.4956732 13.7691
1676 6.1791416 16.9632
1677 6.1538888 13.7228
1678 6.6191446 15.2266
1679 6.679596 16.6885
1680 6.321252 18.6539
1681 7.2484042 18.6338
1682 6.9394556 12.4373
1683 7.013975 11.6055
1684 6.5000348 13.2999
1685 6.419664 15.6767
1686 6.2850622 21.4436
1687 6.2141016 15.8439
1688 6.166267 15.9171
1689 6.093128 17.6966
1690 6.1343288 19.4339
1691 6.8726702 14.171
1692 6.7712804 11.1241
1693 6.591517 10.203
1694 6.4281056 11.9939
1695 6.2150356 13.4016
1696 6.2371898 15.6412
1697 6.2161266 13.883
1698 6.168859 13.2155
1699 6.0858902 14.0553
1700 5.9931456 14.6894
1701 7.0140038 18.6801
1702 6.9371312 12.7012
1703 6.5898282 11.8275
1704 6.671018 13.0385
1705 6.4282166 15.3653
1706 6.5608538 19.9196
1707 6.031155 15.5518
1708 6.112381 15.4256
1709 6.0535968 17.3634
1710 6.0903572 19.6851
1711 7.9038132 22.5135
1712 6.7410198 13.3325
1713 6.6918998 12.2361
1714 6.4253766 12.7616
1715 6.3860816 15.1387
1716 6.1945532 19.7679
1717 6.3095938 15.1585
1718 6.0681082 16.1016
1719 6.6293044 18.197
1720 6.5861528 20.4261
1721 7.2624726 19.3097
1722 6.8587702 12.7475
1723 6.8203094 12.1032
1724 6.4847808 11.7291
1725 6.3082778 13.4409
1726 6.1534436 16.2622
1727 6.1308672 13.3522
1728 6.1810816 14.6374
1729 6.1137068 16.0116
1730 6.5042686 18.3867
1731 7.1577084 18.6804
1732 6.8698364 12.4797
1733 6.779658 12.0171
1734 6.508975 13.0243
1735 6.3229914 15.3536
1736 6.3433314 19.9624
1737 6.2203152 15.5538
1738 6.1065034 15.4119
1739 6.1599176 17.3682
1740 6.0824038 19.2885
1741 6.9545292 14.1747
1742 6.8057412 11.1271
1743 6.7564692 10.7118
1744 6.5351852 12.137
1745 6.415955 13.6133
1746 6.1625642 15.8763
1747 6.1501328 13.9085
1748 6.1739154 13.7843
1749 6.0679572 14.5822
1750 6.0622748 15.2722
1751 8.1487594 18.1116
1752 7.6956832 12.6916
1753 7.6368734 11.7381
1754 7.5837556 13.2329
1755 7.6366574 15.4655
1756 7.5963844 20.4312
1757 7.1166046 15.6455
1758 6.6920098 15.9144
1759 6.5271558 17.6097
1760 6.6207518 20.0003
1761 7.9081888 21.0643
1762 7.8225674 13.3311
1763 7.583788 12.2236
1764 7.3934974 13.1444
1765 7.327936 15.7143
1766 6.96396 22.2331
1767 6.8464832 15.5889
1768 6.8514076 16.7527
1769 6.6089874 19.0365
1770 6.5724008 23.6079
1771 8.0292708 18.1762
1772 7.7833716 12.8235
1773 7.6335338 11.972
1774 7.3707732 12.1807
1775 7.0528952 14.026
1776 6.8436558 17.5466
1777 6.8544474 13.9484
1778 6.6398134 15.1585
1779 6.5862766 16.6877
1780 6.576674 18.6552
1781 8.070464 17.4075
1782 7.6371072 12.4234
1783 7.5203462 11.6993
1784 7.5261152 13.2381
1785 7.1712778 15.4673
1786 7.143166 20.5016
1787 6.9121752 15.6568
1788 6.6509726 15.8789
1789 6.5082588 17.5584
1790 6.4546032 19.93
1791 7.9119596 13.8836
1792 7.8453914 11.1147
1793 7.5911664 10.2965
1794 7.6662046 12.0367
1795 7.0903386 13.6256
1796 6.7346154 15.9806
1797 6.7448272 13.9087
1798 6.7435206 13.3647
1799 6.3915902 14.1733
1800 6.520393 14.8046
1801 6.1078506 15.4641
1802 5.8842182 11.7903
1803 5.6064184 10.2815
1804 5.4774016 11.606
1805 5.492805 12.721
1806 5.4533164 15.0275
1807 5.1854702 13.1465
1808 5.4749516 12.3574
1809 4.4081738 13.0931
1810 4.028905 13.5177
1811 6.1185514 19.2136
1812 5.7903184 12.9514
1813 5.65055 11.4296
1814 5.5119992 12.7266
1815 5.4419178 14.6114
1816 5.460715 19.0724
1817 5.4252658 15.0422
1818 5.3887536 14.7796
1819 5.434499 15.8977
1820 4.3965144 17.2714
1821 6.0827442 24.1257
1822 5.8121888 13.9414
1823 5.8329886 12.3752
1824 5.6687064 12.8959
1825 5.4259646 15.3028
1826 5.4188822 22.3728
1827 5.4313492 15.2049
1828 5.358483 16.0282
1829 5.4188764 18.2336
1830 4.3917078 22.0858
1831 6.2116324 21.9498
1832 6.262489 13.8299
1833 5.6361122 12.3751
1834 5.6429368 11.6499
1835 5.465131 12.7507
1836 5.4481574 14.8251
1837 5.3643598 13.183
1838 5.4256944 12.4158
1839 4.3449704 13.1222
1840 4.0345928 13.5727
1841 6.2135406 11.907
1842 5.7985898 0
1843 5.5096258 0
1844 5.4834736 0
1845 5.4304888 10.412
1846 5.4429142 11.0867
1847 5.4309632 10.298
1848 5.357047 0
1849 4.38572 0
1850 4.0744664 10.1834
1851 6.125381 15.4555
1852 5.8018988 11.8311
1853 5.5328154 10.2761
1854 5.4810752 11.6112
1855 5.4429708 12.794
1856 5.4334998 14.7969
1857 5.4453374 13.1942
1858 5.4000222 12.4322
1859 4.3460086 13.0557
1860 4.0989072 13.5037
1861 6.0342704 19.2538
1862 5.8183692 12.9861
1863 5.6510228 11.4306
1864 5.7009052 12.7053
1865 5.6050846 14.6528
1866 5.4651364 19.0193
1867 5.4680536 14.9996
1868 5.375658 14.744
1869 5.4023492 15.9489
1870 4.8219516 17.2578
1871 6.7482102 24.023
1872 6.0156452 13.9501
1873 5.6214118 12.3733
1874 5.8182556 12.8999
1875 5.4233978 15.3082
1876 5.4580098 22.2855
1877 5.5182452 15.2032
1878 5.435099 16.0334
1879 5.4230726 18.2408
1880 4.3717864 22.1034
1881 6.012765 21.9058
1882 5.822915 13.7467
1883 5.6431086 12.3793
1884 5.4574358 11.66
1885 5.4584538 12.7853
1886 5.4317934 14.825
1887 5.4673952 13.2153
1888 5.4015358 12.3855
1889 4.8632086 13.0739
1890 4.0196878 13.4863
1891 6.140935 11.912
1892 5.7807402 0
1893 5.5585742 0
1894 5.4597418 0
1895 5.439164 10.3827
1896 5.4373178 11.0785
1897 5.3966894 10.2973
1898 5.4168642 0
1899 4.3157052 0
1900 4.004526 10.1429
1901 6.0520278 16.0678
1902 5.7973792 11.8361
1903 5.563326 10.3065
1904 5.5214576 11.6634
1905 5.4077406 12.9322
1906 5.4243662 15.1749
1907 5.488528 13.3406
1908 5.3772198 12.8669
1909 5.0155866 13.2665
1910 4.7991998 13.9881
1911 6.4448898 19.9761
1912 5.8236222 12.9986
1913 5.6685376 11.4592
1914 5.5045844 12.6762
1915 5.431872 14.5139
1916 5.3555834 18.3511
1917 5.4807322 14.8865
1918 5.2573732 14.4411
1919 5.022334 15.938
1920 4.3784834 17.1132
1921 6.1256836 28.7274
1922 5.8069418 13.9413
1923 5.8145438 12.3815
1924 5.4262646 12.6556
1925 5.4165616 15.1848
1926 5.3103772 22.2875
1927 5.4286336 15.2137
1928 5.3937304 15.8219
